tf,họ,công cụ,N,k,ts,ALL,FORM,OOS,n,thắng%,net,t,năm+
H1,gap_fade,GBPUSD,14,0.5,96,0.345,0.302,0.462,253,53.0,6.72,1.06,6/7
H1,gap_fade,GBPUSD,14,0.8,24,0.41,0.1,0.87,122,56.6,5.58,1.26,5/7
H1,gap_fade,GBPUSD,14,0.8,96,0.37,0.305,0.548,111,49.5,12.71,1.14,6/7
H1,gap_fade,GBPUSD,24,0.3,24,0.419,0.241,0.715,564,51.4,2.43,1.29,7/7
H1,gap_fade,GBPUSD,24,0.3,96,0.431,0.504,0.284,463,52.5,5.75,1.33,7/7
H1,gap_fade,GBPUSD,24,0.5,24,0.323,0.031,0.78,299,51.8,2.89,0.99,4/7
H1,gap_fade,GBPUSD,24,0.5,96,0.239,0.138,0.482,251,52.6,4.7,0.73,5/7
H1,gap_fade,GBPUSD,24,0.8,24,0.254,-0.246,1.004,122,55.7,3.78,0.78,4/7
H1,gap_fade,GBPUSD,24,0.8,96,0.312,0.097,0.838,113,53.1,11.06,0.96,5/7
H1,gap_fade,GBPUSD,48,0.3,24,0.336,0.121,0.696,560,50.7,1.96,1.03,5/7
H1,gap_fade,GBPUSD,48,0.3,96,0.339,0.374,0.275,460,51.5,4.37,1.04,7/7
H1,gap_fade,GBPUSD,48,0.5,24,0.399,0.173,0.759,293,53.2,3.63,1.23,4/7
H1,gap_fade,GBPUSD,48,0.5,96,0.269,0.176,0.491,241,53.5,5.47,0.82,6/7
H1,gap_fade,GBPUSD,48,0.8,24,0.367,-0.128,1.148,126,57.9,5.43,1.12,4/7
H1,gap_fade,GBPUSD,48,0.8,96,0.437,0.158,1.09,119,56.3,14.92,1.34,5/7
H1,gap_fade,USDCHF,14,0.3,24,-0.405,-0.361,-0.47,900,47.8,-1.8,-1.24,2/7
H1,gap_fade,USDCHF,14,0.3,96,-0.204,-0.225,-0.169,713,48.9,-1.6,-0.63,2/7
H1,gap_fade,USDCHF,14,0.5,24,-0.403,-0.496,-0.301,458,46.3,-2.94,-1.24,2/7
H1,gap_fade,USDCHF,14,0.5,96,-0.101,0.039,-0.299,361,49.0,-1.39,-0.31,3/7
H1,gap_fade,USDCHF,14,0.8,24,-0.091,-0.216,0.05,183,45.4,-1.09,-0.28,2/7
H1,gap_fade,USDCHF,14,0.8,96,0.043,0.321,-0.349,155,46.5,1.13,0.13,2/7
H1,gap_fade,USDCHF,24,0.3,24,-0.331,-0.259,-0.435,886,47.9,-1.5,-1.02,2/7
H1,gap_fade,USDCHF,24,0.3,96,-0.165,-0.156,-0.181,703,48.2,-1.3,-0.51,2/7
H1,gap_fade,USDCHF,24,0.5,24,-0.408,-0.312,-0.536,442,46.8,-3.06,-1.26,2/7
H1,gap_fade,USDCHF,24,0.5,96,-0.078,0.112,-0.365,344,48.5,-1.17,-0.24,4/7
H1,gap_fade,USDCHF,24,0.8,24,-0.106,-0.078,-0.139,183,45.9,-1.43,-0.33,3/7
H1,gap_fade,USDCHF,24,0.8,96,0.183,0.444,-0.187,154,48.7,4.93,0.56,4/7
H1,gap_fade,USDCHF,48,0.3,24,-0.394,-0.312,-0.515,877,47.3,-1.8,-1.21,1/7
H1,gap_fade,USDCHF,48,0.3,96,-0.239,-0.219,-0.272,693,47.5,-1.91,-0.73,2/7
H1,gap_fade,USDCHF,48,0.5,24,-0.493,-0.301,-0.729,429,46.9,-3.78,-1.52,1/7
H1,gap_fade,USDCHF,48,0.5,96,-0.063,0.172,-0.395,338,47.9,-0.95,-0.19,3/7
H1,gap_fade,USDCHF,48,0.8,24,-0.089,-0.158,-0.036,179,45.8,-1.22,-0.27,4/7
H1,gap_fade,USDCHF,48,0.8,96,0.168,0.375,-0.121,153,47.7,4.56,0.52,4/7
H1,close_loc,EURGBP,5,0.62,24,0.307,0.061,1.326,197,54.3,3.94,0.96,5/7
H1,close_loc,EURGBP,5,0.62,96,-0.0,0.014,-0.048,158,57.6,-0.0,-0.0,3/7
H1,close_loc,EURAUD,5,0.62,24,0.128,0.016,0.394,400,52.2,1.61,0.42,4/7
H1,close_loc,EURAUD,5,0.62,96,0.147,0.168,0.105,302,53.0,2.89,0.46,3/7
H1,close_loc,EURNZD,5,0.62,24,-0.454,-0.696,0.048,386,48.2,-4.02,-1.4,2/7
H1,close_loc,EURNZD,5,0.62,96,-0.405,-0.656,0.051,288,50.3,-7.28,-1.26,3/7
H1,close_loc,GBPAUD,5,0.62,24,0.29,0.509,-0.13,333,54.1,2.98,0.89,5/7
H1,close_loc,GBPAUD,5,0.62,96,0.234,0.674,-0.635,257,53.7,4.51,0.71,4/7
H1,close_loc,GBPNZD,5,0.62,24,0.208,0.188,0.254,303,54.1,2.07,0.64,4/7
H1,close_loc,GBPNZD,5,0.62,96,0.431,0.613,0.086,230,60.0,8.69,1.34,6/7
H1,close_loc,EURCHF,5,0.62,24,0.03,0.234,-0.23,182,51.1,0.29,0.09,3/7
H1,close_loc,EURCHF,5,0.62,96,0.596,0.686,0.456,158,58.9,10.7,1.84,5/7
H1,close_loc,GBPCHF,5,0.62,24,-0.017,-0.039,0.035,430,53.7,-0.17,-0.05,4/7
H1,close_loc,GBPCHF,5,0.62,96,0.107,0.328,-0.327,324,56.5,1.69,0.33,4/7
H1,close_loc,EURCAD,5,0.62,24,-0.001,0.068,-0.152,435,49.9,-0.01,-0.0,3/7
H1,close_loc,EURCAD,5,0.62,96,-0.057,0.23,-0.689,315,53.3,-0.79,-0.18,4/7
H1,close_loc,GBPCAD,5,0.62,24,0.629,0.796,0.249,427,53.9,5.18,1.94,6/7
H1,close_loc,GBPCAD,5,0.62,96,0.371,0.54,-0.038,327,56.0,5.81,1.13,4/7
H1,close_loc,AUDCAD,5,0.62,24,0.143,-0.046,0.411,311,53.7,1.45,0.44,5/7
H1,close_loc,AUDCAD,5,0.62,96,-0.052,-0.183,0.207,233,53.6,-0.99,-0.16,3/7
H1,close_loc,NZDCAD,5,0.62,24,0.125,0.047,0.286,388,51.0,1.14,0.39,2/7
H1,close_loc,NZDCAD,5,0.62,96,0.192,-0.116,0.735,286,56.6,2.96,0.56,3/7
H1,close_loc,CADJPY,5,0.62,24,-0.645,-0.949,-0.094,794,48.7,-4.85,-1.98,2/7
H1,close_loc,CADJPY,5,0.62,96,-0.347,-0.696,0.395,568,55.3,-4.65,-1.07,4/7
H1,close_loc,CADJPY,5,0.68,24,-0.205,0.281,-1.045,92,41.3,-4.68,-0.6,3/6
H1,close_loc,CADJPY,5,0.68,96,-0.321,0.025,-1.292,83,44.6,-14.76,-0.94,2/6
H1,close_loc,CADJPY,10,0.62,24,-0.699,-0.648,-0.841,137,39.4,-13.3,-2.12,1/7
H1,close_loc,CADJPY,10,0.62,96,-0.523,-0.696,-0.134,128,46.1,-21.03,-1.58,2/7
H1,close_loc,EURUSD,5,0.62,24,0.026,0.356,-0.577,2824,56.1,0.05,0.08,3/7
H1,close_loc,EURUSD,5,0.62,96,0.103,0.352,-0.33,2582,57.0,0.23,0.3,4/7
H1,close_loc,EURUSD,5,0.68,24,0.135,0.377,-0.314,1811,55.7,0.41,0.41,3/7
H1,close_loc,EURUSD,5,0.68,96,0.226,0.383,-0.065,1438,59.0,0.92,0.69,4/7
H1,close_loc,EURUSD,5,0.75,24,-0.368,-0.062,-0.924,867,49.4,-1.75,-1.12,1/7
H1,close_loc,EURUSD,5,0.75,96,-0.549,-0.337,-0.964,612,53.4,-4.95,-1.7,1/7
H1,close_loc,EURUSD,10,0.62,24,0.104,0.23,-0.114,1340,52.1,0.4,0.32,4/7
H1,close_loc,EURUSD,10,0.62,96,0.028,0.135,-0.187,932,56.8,0.18,0.09,3/7
H1,close_loc,EURUSD,10,0.68,24,-0.35,-0.225,-0.583,534,47.8,-2.3,-1.07,3/7
H1,close_loc,EURUSD,10,0.68,96,-0.542,-0.203,-1.306,374,48.1,-7.26,-1.68,1/7
H1,close_loc,EURUSD,10,0.75,24,-0.365,-0.425,-0.257,103,43.7,-5.09,-1.11,3/7
H1,close_loc,EURUSD,10,0.75,96,0.396,0.307,0.679,93,55.9,11.29,1.21,5/7
H1,close_loc,EURUSD,20,0.62,24,-0.302,-0.05,-0.818,396,48.7,-2.22,-0.93,2/7
H1,close_loc,EURUSD,20,0.62,96,-0.428,-0.388,-0.525,286,52.4,-7.25,-1.31,2/7
H1,close_loc,GBPUSD,5,0.62,24,-0.847,-0.586,-1.438,2863,54.6,-1.99,-2.47,0/7
H1,close_loc,GBPUSD,5,0.62,96,-0.766,-0.585,-1.207,2613,55.0,-2.04,-2.23,0/7
H1,close_loc,GBPUSD,5,0.68,24,-1.086,-0.963,-1.401,1855,52.8,-3.76,-3.27,0/7
H1,close_loc,GBPUSD,5,0.68,96,-1.063,-1.115,-0.977,1462,54.4,-4.75,-3.13,1/7
H1,close_loc,GBPUSD,5,0.75,24,-0.979,-0.874,-1.293,880,47.3,-5.53,-2.98,1/7
H1,close_loc,GBPUSD,5,0.75,96,-0.604,-0.733,-0.326,635,54.5,-6.2,-1.85,2/7
H1,close_loc,GBPUSD,10,0.62,24,-0.977,-0.991,-0.994,1349,48.3,-4.45,-2.99,1/7
H1,close_loc,GBPUSD,10,0.62,96,-0.753,-0.91,-0.437,925,53.2,-5.71,-2.27,2/7
H1,close_loc,GBPUSD,10,0.68,24,-0.689,-0.682,-0.746,579,47.5,-5.0,-2.09,0/7
H1,close_loc,GBPUSD,10,0.68,96,-0.531,-0.636,-0.319,406,54.9,-7.56,-1.63,1/7
H1,close_loc,GBPUSD,10,0.75,24,-0.297,-0.376,-0.111,101,53.5,-5.36,-0.91,2/7
H1,close_loc,GBPUSD,10,0.75,96,-0.039,-0.254,0.372,90,57.8,-1.37,-0.12,3/7
H1,close_loc,GBPUSD,20,0.62,24,-0.395,-0.219,-0.875,418,45.9,-3.47,-1.21,2/7
H1,close_loc,GBPUSD,20,0.62,96,-0.516,-0.535,-0.518,300,52.3,-9.34,-1.59,2/7
H1,close_loc,GBPUSD,20,0.68,24,-0.443,-0.057,-1.252,50,44.0,-8.66,-1.32,3/7
H1,close_loc,GBPUSD,40,0.62,24,0.122,0.217,-0.14,65,53.8,2.57,0.36,2/7
H1,close_loc,GBPUSD,40,0.62,96,-0.017,0.028,-0.13,55,49.1,-0.69,-0.05,5/7
H1,close_loc,USDCHF,5,0.62,24,-0.698,-0.228,-1.44,2589,55.6,-1.62,-2.09,3/7
H1,close_loc,USDCHF,5,0.62,96,-0.606,-0.191,-1.275,2340,57.2,-1.59,-1.78,3/7
H1,close_loc,USDCHF,5,0.68,24,-0.272,0.204,-0.985,1691,55.2,-0.96,-0.84,3/7
H1,close_loc,USDCHF,5,0.68,96,-0.335,-0.024,-0.836,1343,59.3,-1.55,-1.01,2/7
H1,close_loc,USDCHF,5,0.75,24,-0.557,0.206,-1.823,811,49.7,-3.2,-1.73,3/7
H1,close_loc,USDCHF,5,0.75,96,-0.367,-0.38,-0.347,577,54.9,-3.77,-1.13,1/7
H1,close_loc,USDCHF,10,0.62,24,-0.608,-0.36,-1.007,1249,51.9,-2.76,-1.85,1/7
H1,close_loc,USDCHF,10,0.62,96,-0.487,-0.321,-0.763,860,55.5,-3.45,-1.46,2/7
H1,close_loc,USDCHF,10,0.68,24,-0.591,-0.32,-1.079,550,48.7,-4.15,-1.8,1/7
H1,close_loc,USDCHF,10,0.68,96,-0.156,-0.325,0.142,387,55.3,-2.24,-0.48,3/7
H1,close_loc,USDCHF,10,0.75,24,-0.592,-0.606,-0.618,84,36.9,-11.85,-1.83,1/7
H1,close_loc,USDCHF,10,0.75,96,0.028,0.108,-0.169,73,52.1,0.99,0.08,4/7
H1,close_loc,USDCHF,20,0.62,24,-0.884,-0.893,-0.872,393,43.5,-7.75,-2.74,0/7
H1,close_loc,USDCHF,20,0.62,96,-0.567,-0.777,-0.201,271,48.7,-10.21,-1.75,1/7
H1,close_loc,USDCHF,20,0.68,24,0.05,0.512,-0.947,62,51.6,0.91,0.15,3/7
H1,close_loc,USDCHF,20,0.68,96,0.054,0.338,-0.724,57,49.1,2.16,0.16,4/7
H1,close_loc,USDCHF,40,0.62,24,0.116,0.127,0.102,68,51.5,2.52,0.35,4/7
H1,close_loc,USDCHF,40,0.62,96,0.087,-0.028,0.431,57,50.9,4.26,0.26,5/7
H1,accel,EURGBP,12,1.5,24,-0.32,-0.418,-0.079,1123,53.8,-1.23,-0.98,2/7
H1,accel,EURGBP,12,1.5,96,-0.44,-0.58,-0.116,914,53.1,-2.21,-1.32,2/7
H1,accel,EURGBP,12,2.0,24,-0.224,-0.221,-0.253,604,51.8,-1.27,-0.7,3/7
H1,accel,EURGBP,12,2.0,96,-0.18,-0.065,-0.467,478,52.5,-1.67,-0.56,2/7
H1,accel,EURGBP,12,2.5,24,-0.007,-0.063,0.119,247,55.9,-0.06,-0.02,3/7
H1,accel,EURGBP,12,2.5,96,-0.105,-0.021,-0.299,215,56.7,-1.42,-0.32,3/7
H1,accel,EURGBP,24,1.5,24,0.176,0.215,0.09,677,50.8,0.97,0.54,5/7
H1,accel,EURGBP,24,1.5,96,-0.166,-0.213,-0.056,554,55.1,-1.35,-0.51,3/7
H1,accel,EURGBP,24,2.0,24,0.042,0.107,-0.109,395,51.6,0.28,0.13,4/7
H1,accel,EURGBP,24,2.0,96,-0.173,-0.193,-0.138,344,53.5,-1.98,-0.53,3/7
H1,accel,EURGBP,24,2.5,24,0.23,0.23,0.237,200,52.5,2.25,0.7,3/7
H1,accel,EURGBP,24,2.5,96,0.284,0.448,-0.115,185,59.5,5.1,0.87,5/7
H1,accel,EURGBP,48,1.5,24,0.072,-0.01,0.28,510,52.0,0.47,0.22,4/7
H1,accel,EURGBP,48,1.5,96,-0.52,-0.615,-0.322,313,53.7,-6.81,-1.59,2/7
H1,accel,EURGBP,48,2.0,24,-0.415,-0.317,-0.615,258,46.1,-3.6,-1.27,1/7
H1,accel,EURGBP,48,2.0,96,-0.348,-0.216,-0.7,194,51.0,-5.8,-1.06,1/7
H1,accel,EURGBP,48,2.5,24,-0.151,0.024,-0.664,112,47.3,-2.75,-0.46,1/7
H1,accel,EURGBP,48,2.5,96,-0.284,-0.146,-0.659,101,52.5,-7.32,-0.86,1/7
H1,accel,EURGBP,96,1.5,24,-0.135,0.004,-0.504,379,49.9,-1.0,-0.41,2/7
H1,accel,EURGBP,96,1.5,96,-0.268,-0.292,-0.241,181,48.6,-4.76,-0.82,3/7
H1,accel,EURGBP,96,2.0,24,0.744,0.887,0.451,180,51.7,10.67,2.29,6/7
H1,accel,EURGBP,96,2.0,96,0.187,0.176,0.247,113,55.8,4.54,0.57,4/7
H1,accel,EURGBP,96,2.5,24,0.324,0.339,0.4,73,52.1,6.55,0.98,5/7
H1,accel,EURGBP,96,2.5,96,0.135,-0.034,0.755,56,57.1,5.35,0.41,5/7
H1,accel,EURAUD,12,1.5,24,-0.457,-0.58,-0.214,1127,52.4,-2.3,-1.43,1/7
H1,accel,EURAUD,12,1.5,96,-0.429,-0.702,0.144,934,56.3,-2.99,-1.32,3/7
H1,accel,EURAUD,12,2.0,24,-0.287,-0.356,-0.144,615,51.7,-2.03,-0.89,1/7
H1,accel,EURAUD,12,2.0,96,-0.432,-0.381,-0.546,484,53.1,-5.56,-1.35,2/7
H1,accel,EURAUD,12,2.5,24,-0.247,0.013,-0.945,247,47.0,-3.16,-0.76,3/7
H1,accel,EURAUD,12,2.5,96,0.004,0.468,-0.929,217,49.3,0.09,0.01,4/7
H1,accel,EURAUD,24,1.5,24,0.257,0.361,0.038,683,52.1,1.88,0.78,5/7
H1,accel,EURAUD,24,1.5,96,0.003,0.01,-0.013,562,55.7,0.03,0.01,4/7
H1,accel,EURAUD,24,2.0,24,0.209,-0.135,0.893,401,53.4,2.11,0.64,4/7
H1,accel,EURAUD,24,2.0,96,-0.156,-0.323,0.198,347,54.2,-2.78,-0.48,3/7
H1,accel,EURAUD,24,2.5,24,0.125,0.184,-0.008,197,49.7,2.02,0.38,3/7
H1,accel,EURAUD,24,2.5,96,-0.107,0.064,-0.468,177,48.6,-3.12,-0.33,3/7
H1,accel,EURAUD,48,1.5,24,0.095,0.307,-0.473,514,48.1,1.12,0.33,4/7
H1,accel,EURAUD,48,1.5,96,0.252,0.425,-0.162,327,54.1,4.97,0.85,5/7
H1,accel,EURAUD,48,2.0,24,-0.389,-0.417,-0.339,267,41.9,-4.98,-1.19,4/7
H1,accel,EURAUD,48,2.0,96,-0.093,-0.083,-0.111,201,49.8,-2.22,-0.28,3/7
H1,accel,EURAUD,48,2.5,24,-0.214,-0.368,0.006,126,46.0,-4.61,-0.65,3/7
H1,accel,EURAUD,48,2.5,96,-0.052,-0.292,0.427,108,42.6,-1.86,-0.16,3/7
H1,accel,EURAUD,96,1.5,24,-0.026,0.043,-0.167,409,53.1,-0.29,-0.08,4/7
H1,accel,EURAUD,96,1.5,96,0.098,0.337,-0.279,194,55.7,2.52,0.3,3/7
H1,accel,EURAUD,96,2.0,24,-0.081,0.067,-0.327,187,48.7,-1.25,-0.25,4/7
H1,accel,EURAUD,96,2.0,96,-0.257,0.015,-0.737,107,47.7,-9.81,-0.78,2/7
H1,accel,EURAUD,96,2.5,24,0.348,0.354,0.34,74,50.0,13.77,1.06,5/7
H1,accel,EURAUD,96,2.5,96,-0.119,0.003,-0.399,52,48.1,-6.2,-0.36,4/7
H1,accel,EURNZD,12,1.5,24,-0.312,-0.393,-0.145,1136,51.2,-1.41,-0.97,1/7
H1,accel,EURNZD,12,1.5,96,-0.494,-0.843,0.182,914,53.7,-3.4,-1.51,2/7
H1,accel,EURNZD,12,2.0,24,-0.315,-0.373,-0.203,611,51.6,-2.13,-0.97,2/7
H1,accel,EURNZD,12,2.0,96,-0.51,-0.736,-0.095,468,52.1,-6.44,-1.57,3/7
H1,accel,EURNZD,12,2.5,24,0.068,0.202,-0.253,255,49.0,0.88,0.21,3/7
H1,accel,EURNZD,12,2.5,96,-0.042,0.206,-0.503,218,52.3,-0.96,-0.13,3/7
H1,accel,EURNZD,24,1.5,24,0.208,0.24,0.146,684,49.4,1.47,0.64,4/7
H1,accel,EURNZD,24,1.5,96,0.015,0.017,0.012,564,55.7,0.16,0.05,4/7
H1,accel,EURNZD,24,2.0,24,0.132,0.234,-0.046,386,47.9,1.31,0.4,4/7
H1,accel,EURNZD,24,2.0,96,0.047,0.213,-0.282,346,55.2,0.75,0.14,3/7
H1,accel,EURNZD,24,2.5,24,0.226,0.368,-0.094,176,51.1,3.5,0.69,3/7
H1,accel,EURNZD,24,2.5,96,0.467,0.829,-0.348,165,57.6,11.46,1.43,4/7
H1,accel,EURNZD,48,1.5,24,0.231,0.482,-0.356,528,50.4,2.12,0.71,5/7
H1,accel,EURNZD,48,1.5,96,0.375,0.682,-0.299,338,53.6,6.19,1.15,5/7
H1,accel,EURNZD,48,2.0,24,0.27,0.459,-0.135,277,51.6,3.38,0.82,4/7
H1,accel,EURNZD,48,2.0,96,0.282,0.745,-0.62,222,54.1,5.87,0.86,5/7
H1,accel,EURNZD,48,2.5,24,0.114,0.437,-0.9,110,48.2,2.83,0.35,3/7
H1,accel,EURNZD,48,2.5,96,0.044,0.337,-0.556,99,47.5,1.46,0.13,2/7
H1,accel,EURNZD,96,1.5,24,0.002,0.348,-0.688,397,50.1,0.02,0.0,3/7
H1,accel,EURNZD,96,1.5,96,-0.184,0.264,-1.025,187,51.3,-4.02,-0.56,3/7
H1,accel,EURNZD,96,2.0,24,-0.019,0.446,-1.116,192,44.8,-0.25,-0.06,4/7
H1,accel,EURNZD,96,2.0,96,-0.082,0.196,-0.551,112,57.1,-2.42,-0.25,4/7
H1,accel,EURNZD,96,2.5,24,0.09,0.402,-0.542,85,36.5,2.64,0.27,3/7
H1,accel,EURNZD,96,2.5,96,0.081,0.474,-0.636,61,52.5,4.36,0.25,3/7
H1,accel,GBPAUD,12,1.5,24,-0.386,-0.507,-0.141,1097,53.0,-1.95,-1.22,2/7
H1,accel,GBPAUD,12,1.5,96,-0.291,-0.557,0.242,895,52.7,-1.94,-0.91,2/7
H1,accel,GBPAUD,12,2.0,24,0.239,0.21,0.31,620,53.9,1.68,0.74,3/7
H1,accel,GBPAUD,12,2.0,96,0.28,0.382,0.092,490,55.9,3.21,0.87,5/7
H1,accel,GBPAUD,12,2.5,24,0.426,0.45,0.42,250,58.4,5.45,1.21,4/7
H1,accel,GBPAUD,12,2.5,96,-0.288,-0.037,-0.825,217,51.6,-6.49,-0.9,4/7
H1,accel,GBPAUD,24,1.5,24,0.474,0.484,0.48,675,53.0,3.43,1.48,5/7
H1,accel,GBPAUD,24,1.5,96,0.303,0.357,0.195,570,58.6,3.25,0.94,4/7
H1,accel,GBPAUD,24,2.0,24,0.373,0.498,0.118,380,51.6,3.73,1.15,4/7
H1,accel,GBPAUD,24,2.0,96,-0.106,-0.013,-0.32,333,55.9,-1.65,-0.32,1/7
H1,accel,GBPAUD,24,2.5,24,0.183,0.064,0.457,174,54.0,2.8,0.56,5/7
H1,accel,GBPAUD,24,2.5,96,-0.166,-0.482,0.408,163,52.1,-4.53,-0.51,4/7
H1,accel,GBPAUD,48,1.5,24,-0.044,0.253,-0.633,508,49.4,-0.37,-0.13,3/7
H1,accel,GBPAUD,48,1.5,96,-0.002,0.18,-0.389,328,55.2,-0.03,-0.01,4/7
H1,accel,GBPAUD,48,2.0,24,0.157,0.302,-0.121,249,51.0,1.92,0.48,3/7
H1,accel,GBPAUD,48,2.0,96,-0.129,-0.439,0.485,194,51.0,-2.74,-0.39,3/7
H1,accel,GBPAUD,48,2.5,24,0.365,0.389,0.337,109,57.8,8.14,1.11,3/7
H1,accel,GBPAUD,48,2.5,96,0.004,-0.106,0.318,93,53.8,0.13,0.01,4/7
H1,accel,GBPAUD,96,1.5,24,-0.24,-0.112,-0.465,388,48.2,-2.26,-0.73,1/7
H1,accel,GBPAUD,96,1.5,96,-0.422,-0.119,-0.981,192,42.7,-9.9,-1.29,2/7
H1,accel,GBPAUD,96,2.0,24,-0.113,-0.255,0.111,195,46.2,-1.71,-0.34,3/7
H1,accel,GBPAUD,96,2.0,96,0.122,0.274,-0.106,113,50.4,3.72,0.37,3/7
H1,accel,GBPAUD,96,2.5,24,0.344,-0.206,1.106,78,56.4,8.45,1.05,5/7
H1,accel,GBPAUD,96,2.5,96,0.566,0.672,0.372,53,62.3,26.21,1.76,6/7
H1,accel,GBPNZD,12,1.5,24,-0.43,-0.238,-0.867,1112,50.9,-2.17,-1.3,1/7
H1,accel,GBPNZD,12,1.5,96,-0.557,-0.472,-0.751,924,53.6,-3.65,-1.76,1/7
H1,accel,GBPNZD,12,2.0,24,0.207,0.194,0.25,614,51.5,1.54,0.62,3/7
H1,accel,GBPNZD,12,2.0,96,0.242,0.19,0.375,497,56.5,2.78,0.77,4/7
H1,accel,GBPNZD,12,2.5,24,0.219,0.263,0.125,248,51.2,2.84,0.71,6/7
H1,accel,GBPNZD,12,2.5,96,0.526,0.835,-0.042,221,55.7,10.76,1.68,5/7
H1,accel,GBPNZD,24,1.5,24,0.715,1.024,0.095,693,51.5,5.07,2.27,5/7
H1,accel,GBPNZD,24,1.5,96,0.134,0.227,-0.053,575,55.0,1.41,0.42,4/7
H1,accel,GBPNZD,24,2.0,24,0.339,0.715,-0.376,390,50.3,2.96,1.04,6/7
H1,accel,GBPNZD,24,2.0,96,-0.21,0.067,-0.768,340,55.9,-3.15,-0.64,3/7
H1,accel,GBPNZD,24,2.5,24,0.571,0.834,0.04,167,47.3,8.73,1.76,4/7
H1,accel,GBPNZD,24,2.5,96,0.218,0.312,0.052,161,54.0,5.16,0.67,4/7
H1,accel,GBPNZD,48,1.5,24,0.377,0.553,0.046,547,53.0,2.85,1.16,5/7
H1,accel,GBPNZD,48,1.5,96,0.416,0.766,-0.286,362,60.2,5.86,1.28,5/7
H1,accel,GBPNZD,48,2.0,24,0.558,0.543,0.586,267,57.3,6.46,1.71,7/7
H1,accel,GBPNZD,48,2.0,96,0.04,0.01,0.098,217,55.3,0.77,0.12,3/7
H1,accel,GBPNZD,48,2.5,24,1.098,1.367,0.581,112,63.4,24.15,3.49,6/7
H1,accel,GBPNZD,48,2.5,96,0.282,0.467,-0.104,102,53.9,10.38,0.86,4/7
H1,accel,GBPNZD,96,1.5,24,0.235,0.649,-0.533,434,50.5,1.93,0.72,3/7
H1,accel,GBPNZD,96,1.5,96,-0.189,0.201,-0.871,214,44.4,-3.93,-0.58,3/7
H1,accel,GBPNZD,96,2.0,24,-0.194,0.402,-1.576,204,47.5,-2.51,-0.59,3/7
H1,accel,GBPNZD,96,2.0,96,-0.504,-0.065,-1.212,122,39.3,-14.55,-1.55,3/7
H1,accel,GBPNZD,96,2.5,24,-0.232,0.207,-1.343,79,39.2,-5.7,-0.7,1/7
H1,accel,GBPNZD,96,2.5,96,-0.179,0.272,-1.085,54,40.7,-9.92,-0.54,4/7
H1,accel,AUDNZD,12,1.5,24,-0.288,-0.559,0.246,1130,52.9,-0.87,-0.9,3/7
H1,accel,AUDNZD,12,1.5,96,-0.457,-0.794,0.191,922,52.6,-1.91,-1.42,2/7
H1,accel,AUDNZD,12,2.0,24,-0.187,-0.62,0.694,638,52.0,-0.8,-0.58,3/7
H1,accel,AUDNZD,12,2.0,96,-0.172,-0.543,0.599,509,55.6,-1.29,-0.53,2/7
H1,accel,AUDNZD,12,2.5,24,0.114,-0.14,0.728,275,54.5,0.75,0.35,5/7
H1,accel,AUDNZD,12,2.5,96,0.239,0.099,0.59,236,56.4,3.02,0.73,6/7
H1,accel,AUDNZD,24,1.5,24,-0.123,-0.475,0.505,688,50.4,-0.51,-0.38,2/7
H1,accel,AUDNZD,24,1.5,96,-0.243,-0.683,0.589,570,56.7,-1.65,-0.74,2/7
H1,accel,AUDNZD,24,2.0,24,0.256,-0.242,1.184,367,54.0,1.51,0.79,4/7
H1,accel,AUDNZD,24,2.0,96,-0.238,-0.985,1.287,323,54.2,-2.53,-0.73,3/7
H1,accel,AUDNZD,24,2.5,24,0.15,-0.213,1.034,164,51.2,1.2,0.46,5/7
H1,accel,AUDNZD,24,2.5,96,-0.136,-0.545,0.693,155,49.7,-2.21,-0.41,3/7
H1,accel,AUDNZD,48,1.5,24,-0.059,-0.275,0.302,524,47.3,-0.29,-0.18,4/7
H1,accel,AUDNZD,48,1.5,96,-0.28,-0.563,0.273,327,51.4,-2.91,-0.86,3/7
H1,accel,AUDNZD,48,2.0,24,-0.24,-0.834,0.806,263,46.8,-1.61,-0.73,3/7
H1,accel,AUDNZD,48,2.0,96,-0.892,-1.323,0.002,194,46.4,-12.98,-2.74,2/7
H1,accel,AUDNZD,48,2.5,24,-0.738,-0.686,-0.853,101,37.6,-9.09,-2.27,0/7
H1,accel,AUDNZD,48,2.5,96,-0.872,-1.111,-0.4,88,43.2,-21.59,-2.73,1/7
H1,accel,AUDNZD,96,1.5,24,0.201,-0.029,0.587,416,49.3,1.15,0.61,3/7
H1,accel,AUDNZD,96,1.5,96,-0.223,-0.294,-0.09,198,45.5,-3.45,-0.68,2/7
H1,accel,AUDNZD,96,2.0,24,-0.191,-0.348,0.072,187,46.0,-1.63,-0.58,1/7
H1,accel,AUDNZD,96,2.0,96,-0.358,-0.223,-0.649,109,42.2,-7.39,-1.09,2/7
H1,accel,AUDNZD,96,2.5,24,-0.122,-0.466,0.372,75,45.3,-1.52,-0.37,2/7
H1,accel,AUDNZD,96,2.5,96,-0.512,-0.577,-0.396,54,35.2,-16.57,-1.57,2/7
H1,accel,EURCHF,12,1.5,24,-0.397,-0.336,-0.504,1148,51.8,-1.26,-1.21,2/7
H1,accel,EURCHF,12,1.5,96,-0.431,-0.507,-0.306,959,54.2,-1.76,-1.3,2/7
